temperatura,humedad,ruido,clase
25,9,24,-2
26,98,17,-2
29,33,21,-2
29,85,53,-2
27,70,26,-2
25,24,6,-2
27,91,23,-2
27,32,47,-2
24,61,46,-2
26,97,25,-2
26,73,48,-2
24,5,55,-2
24,30,18,-2
25,6,21,-2
25,0,16,-2
29,85,43,-2
29,7,35,-2
25,81,41,-2
22,7,26,-2
22,84,13,-2
23,29,29,-2
28,70,18,-2
24,11,20,-2
29,21,46,-2
22,10,20,-2
22,72,42,-2
27,89,25,-2
29,89,46,-2
26,61,30,-2
26,72,13,-2
26,26,11,-2
25,20,54,-2
27,5,27,-2
26,30,16,-2
29,15,22,-2
21,57,42,-2
28,100,43,-2
25,9,21,-2
23,21,50,-2
24,73,17,-2
26,80,35,-2
23,17,21,-2
28,18,14,-2
26,77,47,-2
26,72,8,-2
23,98,51,-2
21,83,39,-2
24,18,46,-2
26,84,40,-2
23,88,32,-2
25,8,51,-2
21,58,35,-2
24,62,42,-2
29,22,29,-2
27,25,49,-2
23,29,14,-2
26,20,29,-2
28,13,7,-2
22,83,45,-2
25,7,44,-2
22,92,53,-2
22,9,31,-2
23,99,42,-2
25,30,38,-2
25,13,34,-2
21,74,7,-2
27,92,46,-2
22,76,31,-2
27,8,31,-2
28,85,39,-2
24,4,44,-2
21,17,18,-2
22,6,46,-2
21,93,6,-2
24,62,50,-2
22,79,34,-2
21,22,53,-2
26,89,48,-2
22,71,8,-2
25,6,44,-2
28,27,21,-2
23,95,7,-2
24,17,20,-2
22,91,7,-2
22,18,49,-2
27,62,54,-2
24,59,37,-2
27,72,12,-2
21,25,31,-2
26,1,51,-2
21,1,24,-2
26,8,44,-2
21,95,44,-2
29,29,42,-2
22,21,49,-2
23,21,6,-2
28,100,26,-2
22,97,26,-2
24,30,9,-2
25,25,29,-2
27,87,50,-2
21,32,32,-2
21,19,26,-2
28,73,36,-2
24,12,49,-2
25,29,50,-2
23,13,17,-2
29,79,8,-2
28,10,12,-2
21,90,38,-2
28,63,46,-2
29,4,16,-2
25,56,49,-2
24,77,19,-2
25,28,10,-2
29,21,47,-2
22,3,37,-2
22,83,11,-2
24,94,46,-2
22,27,41,-2
28,58,20,-2
23,74,45,-2
23,11,51,-2
28,25,41,-2
23,30,46,-2
22,28,7,-2
26,26,8,-2
27,11,47,-2
23,24,7,-2
24,70,35,-2
22,32,38,-2
21,9,8,-2
26,4,14,-2
29,26,39,-2
23,64,33,-2
28,79,38,-2
26,100,15,-2
24,20,13,-2
21,95,32,-2
27,63,41,-2
28,69,24,-2
21,58,33,-2
21,61,20,-2
21,14,20,-2
23,70,27,-2
25,26,50,-2
26,71,39,-2
23,34,8,-2
26,44,4,-3
27,36,87,-3
23,39,58,-3
23,49,76,-3
24,45,90,-3
21,54,92,-3
27,36,93,-3
28,55,83,-3
24,54,1,-3
24,40,58,-3
21,55,86,-3
21,43,84,-3
21,46,81,-3
22,41,81,-3
25,48,71,-3
26,42,71,-3
24,43,99,-3
28,51,99,-3
23,45,97,-3
25,46,93,-3
26,44,90,-3
28,54,78,-3
27,50,2,-3
28,36,56,-3
25,46,62,-3
21,44,74,-3
21,50,91,-3
28,44,58,-3
26,51,59,-3
29,39,75,-3
21,39,68,-3
23,39,66,-3
24,55,4,-3
24,53,2,-3
26,42,97,-3
29,44,3,-3
21,35,4,-3
29,37,93,-3
23,44,88,-3
24,46,63,-3
24,49,86,-3
25,50,74,-3
26,40,56,-3
23,46,3,-3
21,37,91,-3
23,54,75,-3
22,54,0,-3
25,39,67,-3
21,37,59,-3
23,47,64,-3
23,38,94,-3
29,41,83,-3
25,44,75,-3
26,37,4,-3
29,52,68,-3
28,41,79,-3
22,54,99,-3
23,35,4,-3
24,51,76,-3
25,47,5,-3
21,48,85,-3
27,40,71,-3
21,42,96,-3
24,47,99,-3
26,43,90,-3
28,46,81,-3
24,54,94,-3
28,39,71,-3
26,44,96,-3
28,52,71,-3
28,50,93,-3
29,38,81,-3
22,49,100,-3
25,53,63,-3
28,42,81,-3
27,43,74,-3
29,45,74,-3
22,42,96,-3
29,43,69,-3
29,38,2,-3
22,49,89,-3
28,50,96,-3
27,46,5,-3
24,46,92,-3
28,50,72,-3
21,48,63,-3
27,46,68,-3
28,53,62,-3
29,43,72,-3
23,42,74,-3
23,36,71,-3
23,46,98,-3
29,36,59,-3
23,45,0,-3
26,55,83,-3
24,51,67,-3
29,49,88,-3
23,54,64,-3
22,37,69,-3
23,52,96,-3
27,48,66,-3
27,53,94,-3
23,48,71,-3
24,36,86,-3
22,46,89,-3
23,37,84,-3
21,39,72,-3
21,46,98,-3
26,54,58,-3
29,47,89,-3
24,46,73,-3
24,50,5,-3
23,39,77,-3
27,47,64,-3
28,50,81,-3
26,54,78,-3
26,46,99,-3
24,46,56,-3
29,40,87,-3
28,50,88,-3
26,37,78,-3
28,52,5,-3
23,53,56,-3
26,43,67,-3
28,44,100,-3
23,49,84,-3
25,41,100,-3
27,55,56,-3
27,36,74,-3
21,54,72,-3
24,40,0,-3
24,55,67,-3
24,40,101,-3
23,42,86,-3
21,42,63,-3
21,50,86,-3
25,39,70,-3
24,38,88,-3
29,54,56,-3
21,37,97,-3
26,46,62,-3
22,45,75,-3
22,46,101,-3
25,54,88,-3
27,47,86,-3
21,45,64,-3
24,49,82,-3
24,44,76,-3
21,52,1,-3
25,52,96,-3
21,49,91,-3
29,50,81,-3
23,38,76,-3
27,45,58,-3
23,49,99,-3
26,36,68,-3
22,53,1,-3
29,43,63,-3
29,38,86,-3
27,38,88,-3
25,45,65,-3
29,50,3,-3
29,53,88,-3
22,37,83,-3
28,40,0,-3
27,36,60,-3
23,41,3,-3
23,50,100,-3
25,49,5,-3
27,38,75,-3
24,49,4,-3
25,38,80,-3
24,42,78,-3
28,54,62,-3
24,38,73,-3
21,41,75,-3
25,35,74,-3
25,36,77,-3
29,50,59,-3
23,51,65,-3
22,39,77,-3
24,48,92,-3
28,48,57,-3
26,37,3,-3
26,35,94,-3
27,38,1,-3
27,35,60,-3
29,52,71,-3
24,49,89,-3
28,46,66,-3
21,38,85,-3
28,35,78,-3
21,43,3,-3
28,44,4,-3
26,48,2,-3
25,49,4,-3
25,35,5,-3
24,50,96,-3
22,46,1,-3
27,41,78,-3
27,37,73,-3
28,38,64,-3
26,49,63,-3
28,43,67,-3
27,39,67,-3
26,35,84,-3
21,51,80,-3
29,44,64,-3
23,36,93,-3
25,48,74,-3
21,53,83,-3
25,49,1,-3
23,46,89,-3
23,39,94,-3
24,47,90,-3
27,43,60,-3
27,35,80,-3
23,37,85,-3
22,40,93,-3
24,44,1,-3
29,37,5,-3
26,55,99,-3
24,47,3,-3
23,43,58,-3
22,47,82,-3
28,39,87,-3
21,42,58,-3
25,39,91,-3
21,49,81,-3
28,44,5,-3
24,35,70,-3
25,41,3,-3
25,39,63,-3
27,47,73,-3
29,47,59,-3
29,37,82,-3
27,41,0,-3
22,35,90,-3
28,41,70,-3
27,45,60,-3
26,46,73,-3
28,37,62,-3
23,50,69,-3
22,53,83,-3
26,35,88,-3
28,44,84,-3
22,47,73,-3
22,38,58,-3
26,53,94,-3
23,41,76,-3
22,55,94,-3
24,49,87,-3
21,50,89,-3
26,51,71,-3
22,36,60,-3
23,50,92,-3
29,50,87,-3
24,36,69,-3
25,48,76,-3
25,40,75,-3
23,49,56,-3
29,48,72,-3
27,47,71,-3
23,40,56,-3
22,47,71,-3
26,55,78,-3
21,39,76,-3
27,44,57,-3
24,39,64,-3
25,47,71,-3
24,51,0,-3
26,54,4,-3
21,53,56,-3
25,50,80,-3
29,35,99,-3
27,49,101,-3
23,53,101,-3
25,45,95,-3
24,49,62,-3
26,47,90,-3
26,46,83,-3
21,55,96,-3
27,48,100,-3
29,54,100,-3
22,46,68,-3
25,48,87,-3
22,44,64,-3
27,42,99,-3
24,40,57,-3
23,36,79,-3
29,41,1,-3
25,51,72,-3
27,51,76,-3
29,41,99,-3
22,43,96,-3
25,51,90,-3
26,54,90,-3
21,41,93,-3
25,54,62,-3
22,55,84,-3
22,46,70,-3
26,38,60,-3
26,39,88,-3
26,48,0,-3
29,50,4,-3
25,37,56,-3
21,35,87,-3
23,50,61,-3
26,51,94,-3
29,54,1,-3
28,38,58,-3
21,35,75,-3
22,38,77,-3
29,54,84,-3
21,41,81,-3
26,51,72,-3
23,40,72,-3
29,42,90,-3
27,54,64,-3
21,38,93,-3
28,45,67,-3
28,44,64,-3
23,42,95,-3
22,39,79,-3
24,40,88,-3
24,49,83,-3
22,45,101,-3
29,44,65,-3
29,52,62,-3
26,39,67,-3
28,37,2,-3
21,49,78,-3
22,50,81,-3
23,47,59,-3
21,46,66,-3
21,39,73,-3
26,41,75,-3
24,49,76,-3
23,53,57,-3
24,37,57,-3
27,46,81,-3
23,41,101,-3
29,51,93,-3
22,44,79,-3
29,48,80,-3
26,39,87,-3
29,51,0,-3
21,37,86,-3
26,55,82,-3
27,36,81,-3
24,43,70,-3
21,37,99,-3
23,38,59,-3
28,48,4,-3
27,47,59,-3
23,49,89,-3
21,52,94,-3
28,54,80,-3
22,37,77,-3
23,42,4,-3
22,53,80,-3
25,36,91,-3
25,48,83,-3
26,45,56,-3
25,55,74,-3
21,51,87,-3
28,36,70,-3
25,41,56,-3
21,41,68,-3
29,45,93,-3
22,37,63,-3
28,49,65,-3
27,55,66,-3
26,51,65,-3
22,35,2,-3
25,44,4,-3
25,35,1,-3
29,53,63,-3
23,46,71,-3
22,36,71,-3
29,44,93,-3
22,40,84,-3
27,45,86,-3
24,35,75,-3
22,43,75,-3
21,38,60,-3
27,45,73,-3
27,45,84,-3
27,52,65,-3
28,41,82,-3
23,53,82,-3
28,41,76,-3
29,52,94,-3
22,47,72,-3
26,45,72,-3
28,51,56,-3
28,51,0,-3
21,52,90,-3
23,38,2,-3
21,44,75,-3
21,53,96,-3
21,44,3,-3
22,44,56,-3
25,46,69,-3
26,42,92,-3
25,41,73,-3
28,38,85,-3
27,39,5,-3
22,44,97,-3
27,40,61,-3
28,53,58,-3
22,43,93,-3
23,39,72,-3
22,53,70,-3
21,42,60,-3
27,44,64,-3
26,38,75,-3
28,52,61,-3
25,47,95,-3
26,47,73,-3
23,48,2,-3
28,43,98,-3
24,41,81,-3
29,49,94,-3
27,53,88,-3
24,55,69,-3
28,37,74,-3
22,37,94,-3
22,45,3,-3
26,46,78,-3
29,45,1,-3
21,52,58,-3
22,53,65,-3
24,44,65,-3
27,49,88,-3
26,37,96,-3
26,55,75,-3
27,41,79,-3
29,44,75,-3
24,46,64,-3
28,40,78,-3
23,36,4,-3
23,39,82,-3
21,35,60,-3
25,52,86,-3
26,53,60,-3
28,39,93,-3
28,42,5,-3
21,47,96,-3
26,54,96,-3
29,38,83,-3
23,52,100,-3
24,50,82,-3
28,39,81,-3
24,54,92,-3
26,51,5,-3
26,44,89,-3
21,43,1,-3
26,51,73,-3
22,51,74,-3
29,44,70,-3
24,37,100,-3
29,51,2,-3
28,42,59,-3
21,43,91,-3
26,48,78,-3
29,41,3,-3
25,51,3,-3
23,44,77,-3
24,44,92,-3
22,38,65,-3
29,45,78,-3
25,40,85,-3
24,52,70,-3
22,38,2,-3
28,41,65,-3
22,35,67,-3
25,55,5,-3
29,52,63,-3
25,43,83,-3
27,36,1,-3
26,40,81,-3
25,51,4,-3
27,40,100,-3
29,46,73,-3
27,48,84,-3
23,54,5,-3
21,54,73,-3
27,42,85,-3
28,42,69,-3
22,54,100,-3
29,41,73,-3
27,43,101,-3
26,51,85,-3
22,44,77,-3
25,43,91,-3
27,37,84,-3
24,50,68,-3
22,43,84,-3
25,42,91,-3
29,46,91,-3
22,50,65,-3
27,55,97,-3
22,45,84,-3
25,51,71,-3
24,54,4,-3
28,49,61,-3
22,37,93,-3
28,40,95,-3
22,40,62,-3
21,40,88,-3
27,42,86,-3
29,42,78,-3
28,43,83,-3
23,42,101,-3
29,50,77,-3
22,40,78,-3
21,50,77,-3
26,45,90,-3
26,47,67,-3
21,37,73,-3
22,52,0,-3
22,48,74,-3
23,46,70,-3
22,35,60,-3
23,41,65,-3
23,48,96,-3
26,53,93,-3
27,52,70,-3
25,37,84,-3
22,38,82,-3
27,37,58,-3
22,36,65,-3
29,45,66,-3
22,43,99,-3
21,44,69,-3
29,46,89,-3
23,51,70,-3
27,37,70,-3
21,54,2,-3
24,42,64,-3
28,43,56,-3
27,39,3,-3
21,36,62,-3
25,41,84,-3
29,40,66,-3
27,37,85,-3
24,41,82,-3
22,36,56,-3
23,50,62,-3
26,51,90,-3
29,54,92,-3
22,46,91,-3
23,38,68,-3
26,37,64,-3
27,54,90,-3
21,39,85,-3
22,52,95,-3
24,55,79,-3
24,43,89,-3
25,37,68,-3
24,39,93,-3
21,54,99,-3
26,55,58,-3
25,50,90,-3
28,55,62,-3
28,43,82,-3
25,39,93,-3
25,49,77,-3
23,43,65,-3
28,54,61,-3
21,37,2,-3
29,42,0,-3
24,53,70,-3
27,49,86,-3
21,48,2,-3
28,40,71,-3
27,55,62,-3
28,54,72,-3
26,47,5,-3
27,41,91,-3
28,55,4,-3
27,47,91,-3
21,47,78,-3
25,55,70,-3
29,41,78,-3
22,43,81,-3
28,51,74,-3
27,35,1,-3
27,39,91,-3
23,54,76,-3
27,53,90,-3
27,41,70,-3
22,53,58,-3
23,51,61,-3
26,49,1,-3
22,39,94,-3
22,48,73,-3
28,39,1,-3
22,35,70,-3
25,47,0,-3
27,52,89,-3
21,36,79,-3
25,51,74,-3
29,37,83,-3
24,42,86,-3
28,42,89,-3
23,53,2,-3
24,54,88,-3
21,54,96,-3
23,35,72,-3
26,45,84,-3
28,37,101,-3
22,39,98,-3
21,43,60,-3
22,38,0,-3
21,37,84,-3
24,55,82,-3
21,46,2,-3
28,41,62,-3
27,54,69,-3
22,43,65,-3
21,39,74,-3
25,49,90,-3
22,50,63,-3
21,44,97,-3
27,53,97,-3
22,46,93,-3
28,52,81,-3
26,35,1,-3
27,50,84,-3
21,48,95,-3
22,48,58,-3
26,45,76,-3
26,46,3,-3
21,38,84,-3
23,48,62,-3
27,51,66,-3
23,47,4,-3
24,54,82,-3
22,54,5,-3
25,46,66,-3
29,37,84,-3
25,37,63,-3
28,54,87,-3
25,38,3,-3
26,54,93,-3
27,45,74,-3
25,53,74,-3
21,40,78,-3
27,51,95,-3
25,38,63,-3
25,54,70,-3
23,43,87,-3
23,49,64,-3
25,42,98,-3
23,55,65,-3
22,35,87,-3
24,49,99,-3
25,47,89,-3
22,44,61,-3
29,53,72,-3
26,38,98,-3
29,55,76,-3
24,43,82,-3
25,55,80,-3
28,50,79,-3
28,39,90,-3
26,37,1,-3
23,39,87,-3
23,39,78,-3
25,45,98,-3
25,45,100,-3
26,43,0,-3
21,38,3,-3
24,47,84,-3
26,39,94,-3
24,38,77,-3
26,55,71,-3
21,51,79,-3
29,43,70,-3
22,51,83,-3
21,39,0,-3
26,38,68,-3
29,48,64,-3
21,47,79,-3
22,36,100,-3
26,48,74,-3
28,46,72,-3
23,46,72,-3
26,35,97,-3
22,35,61,-3
25,48,77,-3
26,50,78,-3
23,47,66,-3
29,39,68,-3
22,50,99,-3
22,54,66,-3
21,40,61,-3
22,51,63,-3
24,35,69,-3
28,48,62,-3
28,42,65,-3
21,47,73,-3
29,47,85,-3
26,40,89,-3
29,43,76,-3
21,35,56,-3
29,41,94,-3
24,50,57,-3
22,35,4,-3
29,49,91,-3
25,46,84,-3
25,46,90,-3
22,38,90,-3
28,45,88,-3
24,50,94,-3
28,53,81,-3
24,36,2,-3
27,53,65,-3
28,37,68,-3
24,37,1,-3
23,52,67,-3
25,48,0,-3
27,43,91,-3
24,53,84,-3
23,37,61,-3
24,53,62,-3
26,45,68,-3
29,36,74,-3
24,53,95,-3
21,42,100,-3
24,40,82,-3
26,48,75,-3
28,35,64,-3
29,39,73,-3
26,52,98,-3
29,53,89,-3
28,44,73,-3
26,54,92,-3
29,46,92,-3
22,45,100,-3
21,49,58,-3
28,36,94,-3
24,43,57,-3
22,54,59,-3
27,37,65,-3
23,51,71,-3
27,51,77,-3
29,43,91,-3
26,41,56,-3
23,36,57,-3
22,37,59,-3
29,47,97,-3
23,46,58,-3
27,49,93,-3
23,51,5,-3
27,35,90,-3
22,43,59,-3
26,40,91,-3
23,46,88,-3
23,52,75,-3
22,40,57,-3
24,52,2,-3
28,39,74,-3
24,35,82,-3
28,48,83,-3
24,36,5,-3
25,50,95,-3
24,43,63,-3
26,39,90,-3
27,52,68,-3
28,44,66,-3
29,53,101,-3
27,52,92,-3
25,42,60,-3
25,52,4,-3
23,36,82,-3
21,46,69,-3
29,51,63,-3
28,46,56,-3
25,35,79,-3
25,46,57,-3
21,50,4,-3
21,47,72,-3
29,51,1,-3
24,48,101,-3
28,37,67,-3
24,35,100,-3
23,41,68,-3
29,39,88,-3
26,39,96,-3
29,39,100,-3
28,42,67,-3
28,48,101,-3
27,39,85,-3
23,46,86,-3
21,40,84,-3
21,43,98,-3
29,48,68,-3
26,42,56,-3
28,38,101,-3
28,36,78,-3
27,35,5,-3
21,40,56,-3
25,45,74,-3
24,43,85,-3
22,52,81,-3
26,46,87,-3
29,44,1,-3
24,55,68,-3
27,46,57,-3
26,46,56,-3
21,55,82,-3
28,37,86,-3
28,43,89,-3
28,54,75,-3
24,55,90,-3
25,44,97,-3
26,42,86,-3
22,35,56,-3
24,46,1,-3
28,46,95,-3
24,50,58,-3
27,37,97,-3
26,50,68,-3
25,35,60,-3
21,39,3,-3
26,55,63,-3
24,53,60,-3
29,44,76,-3
29,55,2,-3
25,48,97,-3
27,49,58,-3
29,44,82,-3
28,43,65,-3
23,40,77,-3
21,51,71,-3
26,53,5,-3
28,41,90,-3
23,43,90,-3
29,51,76,-3
24,55,97,-3
21,51,64,-3
26,44,101,-3
27,55,61,-3
22,55,80,-3
23,42,62,-3
26,36,91,-3
28,51,57,-3
24,44,58,-3
29,50,56,-3
23,44,67,-3
29,46,64,-3
25,35,66,-3
24,52,100,-3
27,41,86,-3
22,49,68,-3
21,38,62,-3
25,37,60,-3
25,44,78,-3
26,43,3,-3
21,45,63,-3
23,47,99,-3
29,55,3,-3
28,55,76,-3
28,54,88,-3
25,37,62,-3
28,40,4,-3
21,47,62,-3
28,48,89,-3
23,44,95,-3
28,53,98,-3
29,35,76,-3
24,35,87,-3
21,44,77,-3
25,42,59,-3
26,55,66,-3
22,42,2,-3
22,52,92,-3
28,37,80,-3
22,40,60,-3
23,48,56,-3
22,47,76,-3
27,54,97,-3
29,43,90,-3
24,45,62,-3
22,42,82,-3
22,55,0,-3
25,41,72,-3
25,35,70,-3
21,44,58,-3
23,52,87,-3
26,47,77,-3
23,40,58,-3
23,49,96,-3
29,55,60,-3
26,54,72,-3
24,45,97,-3
25,40,56,-3
25,49,72,-3
23,37,4,-3
26,38,85,-3
29,49,85,-3
27,38,71,-3
29,43,84,-3
23,53,95,-3
24,36,88,-3
29,48,93,-3
25,49,63,-3
21,48,67,-3
22,54,81,-3
23,47,65,-3
27,51,83,-3
24,51,96,-3
27,36,66,-3
23,55,58,-3
24,48,62,-3
28,40,63,-3
29,46,78,-3
23,38,70,-3
29,37,101,-3
24,36,91,-3
26,52,99,-3
29,42,86,-3
27,52,58,-3
29,53,0,-3
27,53,83,-3
28,39,76,-3
25,53,70,-3
25,54,86,-3
22,48,87,-3
27,43,87,-3
26,48,93,-3
22,47,65,-3
21,55,61,-3
22,35,3,-3
27,40,81,-3
25,49,62,-3
25,40,78,-3
23,49,83,-3
23,46,59,-3
25,46,1,-3
26,49,99,-3
28,49,74,-3
28,46,67,-3
23,35,60,-3
28,35,96,-3
28,35,77,-3
24,46,71,-3
22,36,92,-3
21,35,101,-3
21,45,59,-3
21,54,88,-3
21,49,99,-3
21,42,57,-3
29,39,81,-3
29,55,69,-3
29,45,98,-3
26,53,101,-3
28,40,88,-3
23,40,4,-3
23,47,97,-3
23,37,91,-3
22,47,91,-3
29,50,64,-3
21,40,4,-3
26,48,65,-3
29,55,73,-3
21,50,69,-3
24,45,76,-3
26,35,95,-3
21,41,61,-3
23,41,5,-3
24,35,66,-3
26,47,72,-3
21,43,74,-3
27,46,79,-3
24,55,2,-3
26,51,91,-3
26,37,87,-3
28,44,67,-3
28,50,66,-3
24,53,73,-3
26,43,91,-3
25,52,93,-3
28,37,5,-3
26,36,83,-3
25,51,81,-3
29,42,97,-3
27,52,98,-3
22,40,66,-3
28,44,71,-3
25,49,80,-3
29,42,65,-3
24,53,72,-3
29,43,2,-3
26,44,68,-3
26,51,89,-3
27,51,4,-3
25,35,93,-3
26,35,60,-3
23,43,91,-3
26,47,80,-3
29,35,63,-3
25,54,69,-3
29,51,101,-3
28,48,86,-3
28,41,58,-3
23,55,61,-3
23,43,64,-3
22,53,68,-3
23,54,70,-3
21,35,98,-3
26,43,70,-3
22,51,71,-3
24,40,66,-3
22,46,86,-3
25,37,99,-3
25,53,77,-3
29,39,57,-3
29,41,60,-3
22,52,66,-3
25,37,82,-3
27,43,86,-3
25,41,67,-3
25,40,94,-3
21,53,101,-3
25,36,96,-3
28,43,95,-3
27,54,70,-3
25,40,4,-3
26,54,56,-3
23,35,75,-3
26,45,58,-3
21,55,83,-3
25,52,58,-3
28,38,93,-3
24,52,62,-3
21,55,101,-3
26,35,74,-3
29,54,71,-3
27,50,58,-3
27,48,71,-3
24,47,85,-3
25,53,2,-3
28,41,64,-3
27,53,59,-3
22,47,79,-3
23,37,97,-3
21,54,81,-3
21,45,68,-3
26,55,89,-3
29,54,63,-3
27,48,60,-3
26,51,82,-3
23,49,77,-3
27,42,82,-3
28,42,72,-3
26,52,78,-3
26,41,87,-3
23,35,84,-3
25,45,69,-3
29,51,73,-3
29,49,69,-3
25,54,76,-3
29,42,85,-3
28,37,66,-3
21,55,71,-3
25,55,98,-3
24,53,86,-3
21,42,66,-3
24,48,58,-3
24,51,80,-3
21,47,64,-3
29,52,73,-3
29,49,87,-3
22,40,59,-3
22,42,90,-3
21,40,65,-3
25,50,65,-3
26,45,59,-3
29,35,69,-3
25,48,1,-3
25,41,101,-3
24,49,72,-3
23,53,72,-3
22,45,62,-3
26,46,81,-3
22,43,64,-3
28,36,57,-3
23,53,66,-3
25,40,100,-3
21,40,59,-3
24,40,63,-3
23,54,63,-3
26,36,1,-3
27,35,72,-3
23,42,85,-3
22,47,84,-3
28,43,63,-3
25,49,89,-3
26,45,88,-3
28,35,92,-3
24,48,85,-3
26,45,101,-3
28,51,93,-3
24,36,76,-3
28,52,95,-3
22,51,66,-3
21,38,61,-3
22,45,91,-3
25,43,1,-3
24,35,63,-3
24,48,97,-3
23,50,83,-3
21,46,89,-3
21,36,0,-3
29,35,92,-3
27,46,85,-3
23,39,98,-3
29,37,73,-3
23,44,82,-3
23,45,81,-3
27,49,62,-3
24,52,78,-3
24,49,100,-3
24,46,101,-3
27,49,94,-3
24,39,77,-3
27,48,88,-3
21,51,96,-3
24,48,77,-3
23,37,71,-3
26,37,68,-3
26,41,98,-3
21,35,82,-3
24,43,71,-3
26,55,91,-3
23,45,101,-3
24,48,60,-3
23,44,59,-3
28,39,67,-3
22,38,69,-3
23,51,60,-3
24,43,1,-3
23,35,63,-3
24,47,71,-3
23,49,88,-3
29,46,5,-3
24,43,80,-3
22,42,83,-3
24,43,88,-3
25,40,73,-3
24,48,64,-3
26,50,60,-3
26,45,82,-3
27,46,90,-3
26,38,99,-3
24,53,79,-3
29,35,87,-3
29,37,80,-3
26,38,100,-3
22,49,62,-3
23,54,87,-3
21,52,80,-3
25,38,82,-3
22,53,67,-3
25,49,81,-3
23,47,58,-3
28,36,85,-3
27,43,64,-3
23,40,98,-3
27,37,75,-3
23,44,57,-3
24,37,95,-3
28,47,96,-3
25,44,2,-3
28,51,87,-3
22,50,74,-3
26,52,68,-3
23,37,98,-3
26,35,64,-3
27,39,60,-3
28,48,66,-3
29,42,77,-3
29,48,100,-3
28,50,61,-3
26,46,5,-3
21,44,68,-3
28,52,59,-3
24,52,94,-3
26,50,56,-3
21,44,2,-3
21,44,64,-3
28,40,83,-3
21,35,71,-3
21,37,65,-3
27,52,60,-3
23,40,2,-3
24,45,77,-3
29,35,66,-3
25,49,3,-3
29,44,68,-3
28,40,64,-3
22,44,92,-3
24,54,58,-3
21,43,76,-3
25,49,59,-3
23,37,57,-3
23,40,65,-3
27,36,79,-3
24,51,91,-3
24,39,86,-3
24,47,73,-3
26,44,74,-3
22,51,93,-3
28,52,64,-3
29,37,76,-3
25,35,61,-3
28,36,0,-3
27,45,89,-3
29,45,81,-3
22,48,71,-3
28,37,99,-3
29,46,83,-3
24,46,94,-3
27,49,2,-3
25,47,101,-3
26,51,69,-3
22,38,91,-3
28,50,1,-3
22,40,97,-3
29,48,87,-3
28,47,64,-3
26,54,94,-3
26,42,78,-3
21,38,1,-3
25,37,69,-3
24,48,96,-3
27,35,64,-3
21,50,92,-3
22,50,94,-3
22,54,93,-3
23,42,63,-3
23,42,75,-3
23,39,65,-3
26,37,69,-3
29,46,95,-3
27,42,0,-3
23,47,60,-3
29,48,84,-3
25,53,56,-3
25,39,3,-3
27,42,81,-3
28,47,5,-3
23,37,88,-3
21,42,71,-3
25,50,94,-3
28,41,1,-3
23,45,93,-3
21,48,57,-3
25,47,61,-3
23,54,88,-3
29,55,68,-3
24,44,101,-3
27,47,88,-3
23,39,60,-3
22,40,79,-3
27,41,63,-3
26,54,79,-3
25,44,61,-3
29,41,0,-3
26,50,87,-3
28,47,67,-3
28,45,90,-3
29,37,78,-3
29,48,61,-3
24,37,69,-3
24,54,59,-3
27,41,94,-3
26,54,85,-3
29,36,101,-3
24,37,63,-3
23,55,88,-3
21,38,86,-3
23,50,70,-3
26,50,98,-3
21,40,72,-3
23,53,90,-3
21,55,3,-3
24,35,67,-3
22,45,90,-3
21,49,88,-3
21,48,94,-3
22,49,2,-3
24,51,1,-3
23,54,71,-3
21,45,91,-3
23,45,89,-3
24,49,2,-3
27,51,84,-3
28,40,60,-3
23,49,86,-3
23,47,95,-3
23,45,57,-3
21,45,80,-3
24,38,61,-3
28,40,65,-3
23,54,99,-3
21,54,70,-3
29,43,60,-3
22,51,2,-3
26,54,59,-3
28,49,59,-3
24,42,70,-3
22,36,93,-3
28,48,75,-3
21,53,91,-3
26,53,59,-3
28,42,64,-3
23,50,1,-3
28,49,63,-3
28,48,60,-3
24,50,0,-3
24,51,95,-3
24,39,95,-3
22,40,100,-3
25,40,64,-3
26,53,83,-3
21,44,62,-3
23,54,94,-3
26,35,69,-3
28,50,94,-3
29,41,98,-3
28,48,94,-3
21,43,92,-3
28,43,70,-3
24,44,81,-3
22,55,82,-3
23,50,2,-3
28,39,95,-3
28,53,63,-3
25,44,100,-3
22,53,93,-3
26,36,96,-3
25,40,58,-3
26,44,92,-3
26,43,73,-3
27,52,67,-3
28,38,0,-3
27,51,86,-3
23,55,82,-3
25,40,81,-3
23,50,56,-3
22,35,81,-3
24,41,79,-3
23,54,81,-3
25,42,92,-3
29,35,4,-3
22,52,3,-3
24,43,59,-3
28,44,83,-3
24,50,98,-3
24,55,94,-3
28,49,99,-3
23,41,93,-3
21,44,100,-3
25,52,2,-3
26,54,71,-3
28,55,59,-3
23,44,101,-3
26,53,67,-3
24,54,60,-3
26,50,64,-3
28,37,71,-3
29,37,0,-3
24,53,78,-3
23,46,90,-3
22,42,94,-3
23,38,83,-3
26,43,77,-3
27,44,92,-3
22,52,58,-3
23,48,81,-3
26,45,1,-3
24,55,56,-3
26,51,98,-3
27,35,86,-3
24,46,75,-3
24,52,3,-3
25,40,96,-3
26,44,75,-3
27,45,62,-3
22,51,85,-3
27,47,98,-3
23,55,80,-3
26,42,84,-3
21,49,72,-3
21,45,0,-3
24,50,71,-3
27,47,100,-3
26,48,87,-3
24,41,86,-3
25,55,59,-3
